RAS_WSC_11_2016-read-125158:3572-5042(+)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopumilus(1.00),s:uncultured_marine(0.80)	+
RAS_WSC_11_2016-read-145136:1663-3133(-)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopumilus(1.00),s:uncultured_Nitrosopumilales(0.41)	+
RAS_WSC_11_2016-read-177182:3194-4664(-)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopumilus(0.99),s:uncultured_Nitrosopumilaceae(0.13)	+
RAS_WSC_11_2016-read-48035:1228-2698(-)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopumilus(0.99),s:uncultured_archaeon(0.31)	+
RAS_WSC_11_2016-read-74997:1766-3236(+)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopumilus(1.00),s:uncultured_archaeon(0.55)	+
RAS_WSC_11_2016-read-166447:4393-5864(+)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopumilus(1.00),s:uncultured_marine(0.72)	+
RAS_WSC_11_2016-read-151101:4843-6313(-)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopelagicus(1.00),s:marine_metagenome(0.48)	+
RAS_WSC_11_2016-read-5941:2370-3842(+)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopelagicus(1.00),s:uncultured_crenarchaeote(0.65)	+
RAS_WSC_11_2016-read-138986:500-1977(+)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopumilus(0.98),s:uncultured_Nitrosopumilaceae(0.10)	+
RAS_WSC_11_2016-read-29784:3448-4624(+)	d:Archaea(1.00),p:Crenarchaeota(1.00),c:Nitrososphaeria(1.00),o:Nitrosopumilales(1.00),f:Nitrosopumilaceae(1.00),g:Candidatus_Nitrosopumilus(0.99),s:uncultured_marine(0.89)	+
